Vendor,Operator,Latitude,Longitude,State,Fuel_Type
Wilkinson DeFore - Westbound Solar,Westbound Solar LLC,32.8608733,-83.3107518,GA,electric
Wilkinson DeFore - Safari Energy,"Safari Energy, LLC",32.8644723,-83.3123115,GA,electric
Flint River Operations,International Paper - Flint River Mill,32.2528417,-84.0698532,GA,electric
Crist Switchyard,Florida Power & Light,30.5623839,-87.2282213,FL,electric
Gantt Power Plant,PowerSouth Energy Cooperative,31.4033658,-86.4797632,AL,electric
Waterloo Power Plant,City of Waterloo - (IL),38.3347661,-90.1589812,IL,electric
Purdue University Power Station,Purdue University,40.4174726,-86.912589,IN,electric
Kentucky Mills Power Station,Domtar Paper Company LLC,37.894725,-86.6850713,IN,electric
Roquette America Power Plant,Roquette America,40.3900557,-91.3950265,IA,electric
Tate & Lyle Lafayette South Plant,Tate & Lyle Lafayette South Plant,40.3761278,-86.8412536,IN,electric
Primient Decatur Plant Cogen,"Primary Products Ingredients Americas, LLC",39.849301,-88.9320398,IL,electric
Archer Daniels Midland Decatur,Archer Daniels Midland Co,39.8716361,-88.8911098,IL,electric
Wabash Valley Power IGCC,"Wabash Valley Power Assn, Inc",39.5323586,-87.4262341,IN,electric
SABIC Innovative Plastics Mt. Vernon,"SABIC IP Mt. Vernon, LLC",37.9105462,-87.9301578,IN,electric
Crane Battery Energy Storage System,Duke Energy,38.8133878,-86.8862989,IN,electric
Watertown Substation,Consumers Energy,42.7840157,-84.6399349,MI,electric
Whiteman AFT East,Evergy,38.7334884,-93.565095,MO,electric
Whiteman AFB West,Evergy,38.7343137,-93.576935,MO,electric
FIXME Substation,KAMO Power,38.6186405,-94.3213452,MO,electric
Southeast Toyota Distributors Solar,Radiance Solar,34.1842951,-83.4298136,GA,electric
1634 Solar,"1634 Solar, LLC",34.3374311,-80.0812696,SC,electric
Pecan PV1,"Ecoplexus, Inc",34.9091119,-79.8284944,NC,electric
Bethel Substation,Pee Dee Electric Coorperative,34.2794477,-79.9493872,SC,electric
Highway 46 Substation,Pacific Gas and Electric Company,35.6017701,-119.4387454,CA,electric
Elizabethtown 2 Substation,Kentucky Utilities,37.7115615,-85.8784524,KY,electric
North Carolina Solar Bethea I,Greenbacker Renewable Energy,34.7047681,-79.5259193,SC,electric
Society Hill Substation,Pee Dee Electric Coorperative,34.5028851,-79.8958281,SC,electric
Ralph E. Gandy Substation,Pee Dee Electic Coorperative,34.3939774,-79.840005,SC,electric
Marlboro Substation,Marlboro Electric Coorperative,34.5507097,-79.7140319,SC,electric
Freedom Solar,"Freedom Solar, LLC",34.2877866,-79.1492345,SC,electric
Baltimore Church Solar,"Baltimore Church Solar, LLC",34.4697738,-79.1546838,NC,electric
Stone Solar,"Stone Solar, LLC",34.5834079,-79.0326972,NC,electric
Panda Solar NC 1,"Panda Solar NC 1, LLC",34.436343,-79.0895168,NC,electric
Panda Solar NC 2,"Panda Solar NC 2, LLC",34.4386254,-79.0829505,NC,electric
Pelton Substation,MCEC,33.7604637,-81.369707,SC,electric
Champion Solar,"Champion Solar, LLC",33.7946593,-81.261877,SC,electric
Swamp Fox Solar,"Swamp Fox Solar, LLC",33.7914245,-81.2565701,SC,electric
Odyssey Solar,"Odyssey Solar, LLC",33.7904553,-81.2655459,SC,electric
Diamond Solar,DP-C2 Episode 1 LLC,33.7867162,-81.2690888,SC,electric
Pelion Substation,Dominion Energy South Carolina,33.7983577,-81.2641413,SC,electric
Dayton Hydro,"Eagle Creek Renewable Energy, LLC",41.3878072,-88.7895945,IL,electric
North Chicago Energy Center,Energy Systems Group LLC,42.3056872,-87.852125,IL,electric
Industrial Park Power Plant,City of Rock Falls - (IL),41.7671107,-89.6745582,IL,electric
"SCS Beltway 011754 Rock Falls, LLC",Sol Systems,41.7672487,-89.670158,IL,electric
Metro Gas Recovery,WM Renewable Energy LLC,42.8511759,-88.0683136,WI,electric
Loyola University Health Plant,Loyola University Health System,41.855875,-87.8356357,IL,electric
Orchard Hills Renewable Energy Station,"Hoosier Energy R E C, Inc",42.142431,-89.0790069,IL,electric
Marengo Battery Storage,Marengo Battery Storage LLC,42.2526994,-88.6399772,IL,electric
Whiting Refinery Power Station,BP PLC,41.6699471,-87.4803751,IN,electric
University of Illinois Cogen Facility,University of Illinois,41.8676043,-87.6524202,IL,electric
Ingredion Incorporated Power Plant,Ingredion Inc - Illinois,41.7782827,-87.8235966,IL,electric
Expander Turbine,ArcelorMittal USA Inc,41.6837743,-87.4233446,IN,electric
Indiana Harbor E 5 AC Station,Northlake Energy,41.6839004,-87.4215354,IN,electric
Heat Recovery Coke Facility,Cokenergy Inc,41.6794188,-87.4168919,IN,electric
"Cleveland Cliffs LLC, Burns Harbor",Cleveland-Cliffs Burns Harbor LLC,41.635233,-87.1386535,IN,electric
Indiana Harbor West Power Plant,Cleveland Cliffs,41.664146,-87.4522032,IN,electric
Gary Works Power Station,United States Steel-Gary,41.6215781,-87.3287129,IN,electric
Lake Land Fill Gas Recovery,WM Illinois Renewable Energy LLC,42.1060709,-87.8137329,IL,electric
Elm Creek 345kV Substation,ITC,39.5049047,-97.5476003,KS,electric
Geary County Substation,Evergy,38.9756852,-96.7853856,KS,electric
Pelzer Substation,Duke Energy,34.6459781,-82.4568789,SC,electric
Belton Tie Substation,Duke Energy,34.5311772,-82.4910369,SC,electric
Ware Place Substation,Duke Energy,34.6278457,-82.3931255,SC,electric
Colonial Pipeline Substation,Colonial Pipeline Company,34.5524531,-82.4871639,SC,electric
Hollidays Bridge Hydro,"Northbrook Carolina Hydro, LLC",34.5274857,-82.3750012,SC,electric
Belton Ret Substation,Duke Energy,34.5332588,-82.4961321,SC,electric
Honea Path Substation,Duke Energy,34.4505597,-82.3941031,SC,electric
Ware Shoals Substation,Duke Energy,34.3958593,-82.2457714,SC,electric
Ware Shoals Hydro Project,"Central Rivers Power US, LLC",34.4040028,-82.2337601,SC,electric
Boyds Mill Hydro,Northbrook Carolina Hydro LLC,34.4555409,-82.199263,SC,electric
Jones Substation,ITC,42.0469514,-91.0722543,IA,electric
Du Bay Power Plant,Consolidated Water Power Co,44.6648221,-89.6514282,WI,electric
Castle Rock Power Plant,Wisconsin River Power Company,43.8654607,-89.9549895,WI,electric
Sycamore Power Plant,Madison Gas & Electric Co,43.1133191,-89.3126169,WI,electric
MMSD Jones Island Wastewater,Milwaukee Metro Sewerage Dist,43.0217686,-87.9020452,WI,electric
Marshfield Utilities Gas Plant,City of Marshfield - (WI),44.6349997,-90.1352853,WI,electric
Rothschild Biomass Cogen Facility,Wisconsin Electric Power Co,44.8882622,-89.6294051,WI,electric
Domtar Paper Company Rothschild,Domtar Paper Company Rothschild,44.8917687,-89.6259331,WI,electric
Rocky River Hydro,City of Abbeville,34.2571481,-82.6099366,SC,electric
Burlington Power Plant,City of Burlington - (KS),38.1934743,-95.750058,KS,electric
Girard Power Plant,City of Girard - (KS),37.5077428,-94.8395607,KS,electric
Butler Municipal Power Plant,City of Butler - (MO),38.2645316,-94.3441071,MO,electric
Erie Energy Center,City of Erie - (KS),37.5745552,-95.2378781,KS,electric
Eris Energy Substation,Evergy,37.5748698,-95.2379163,KS,electric
FIXME Substation,Evergy,37.5749424,-95.2383127,KS,electric
Wolf Creek Generation Substation,4 Rivers Electric Cooperative Inc.,38.2745711,-95.6839509,KS,electric
Wolf Creek Generator,4 Rivers Electric Cooperative Inc.,38.2743273,-95.6839729,KS,electric
Sharpe Generation Substation,Kansas Electric Power Coop Inc,38.2754759,-95.684141,KS,electric
Sharpe Power Plant,Kansas Electric Power Coop Inc,38.2752804,-95.6835144,KS,electric
Carthage Power Plant,City of Carthage - (MO),37.1764322,-94.2994226,MO,electric
Coffeyville Power Plant,City of Coffeyville - (KS),37.0375562,-95.611892,KS,electric
Stockton Hydro,USCE-Kansas City District,37.6941035,-93.7693472,MO,electric
Chanute 3 Power Plant,City of Chanute,37.6375536,-95.4701574,KS,electric
Chanute 3 Substation,Evergy,37.6377401,-95.4706023,KS,electric
CML&P Generating Facility No. 2,City of Coffeyville - (KS),37.0933121,-95.5846891,KS,electric
Medoc Substation,Halifax EMC,36.2477065,-77.8507816,NC,electric
"Grissom Solar, LLC","Grissom Solar, LLC",36.2385834,-77.8392389,NC,electric
Glen Raven Custom Fabrics Solar,"Glen Raven Custom Fabrics, LLC",34.5931367,-82.6914059,SC,electric
Bluebird Solar,"Bluebird Solar, LLC",34.6013394,-82.7396955,SC,electric
Marshalltown East Nevada Street Substation,Alliant Energy,42.043913,-92.9037047,IA,electric
Parkwest Substation,Alabama Power,33.5136187,-86.8184911,AL,electric
Vredenburgh Switching Station,PowerSouth Energy Cooperative,31.831223,-87.3156121,AL,electric
Upper Pacolet Hydro,Lockhart Power,34.9213346,-81.7454424,SC,electric
Gaston Shoals Power Plant,"Northbrook Carolina Hydro II, LLC",35.1380902,-81.5973584,SC,electric
Cherokee Falls Power Plant,"Hydroland Omega, LLC",35.0639419,-81.5458485,SC,electric
High Shoals Hydro,"Central Rivers Power US, LLC",35.3942613,-81.2010012,NC,electric
Lookout Shoals Dam,Duke Energy,35.7575008,-81.0894472,NC,electric
Gastonia Prime Power Park,North Carolina Mun Power Agency #1,35.302545,-81.2092638,NC,electric
Concord Energy,Concord Energy LLC,35.346065,-80.6704462,NC,electric
Ruff Solar,Sol Systems,35.2919222,-81.7790857,NC,electric
Mountain Island Dam,Duke Energy,35.3341532,-80.9865386,NC,electric
Monroe Generating Station,North Carolina Mun Power Agency #1,34.9858997,-80.5060945,NC,electric
FIXME Substation,Evergy,37.7987603,-95.4308351,KS,electric
Oliver P. Roemer Hydroelectric Plant,West Valley Water District,34.1552147,-117.3984854,CA,electric
Kentenia Substation,Kentucky Utilities Company,36.799412,-83.4025891,KY,electric
Seneca City Substation,Duke Energy,34.6878241,-82.9521387,SC,electric
Tisbury Landfill Solar,"Clean Focus Yield, LLC",41.4431139,-70.6154998,MA,electric
Czub CSG,Nautilus Solar Solutions,42.913312,-73.6010868,NY,electric
Town of Halfmoon,Tesla Inc.,42.8341104,-73.6754755,NY,electric
Dusenberry,AES Distributed Energy,42.7706292,-73.6239405,NY,electric
MSAP 13,"MSAP 13, LLC",42.6992142,-73.6715591,NY,electric
Dubois Solar (Hybrid),Generate Capital,41.6030611,-74.2793624,NY,electric
New Beginnings Solar,Generate Capital,41.8911266,-74.0927396,NY,electric
Bluestone,Bluestone Solar LLC,41.987251,-74.0281749,NY,electric
Canandaigua Solar Array,"AEP Onsite Partners, LLC",42.8897384,-77.2558815,NY,electric
Big Tree Community Solar Farm,Generate Capital,42.7601013,-78.5593385,NY,electric
Kenmare - Sullivan Community College,MN8 Energy LLC,41.7596637,-74.6707826,NY,electric
Frog Hollow CSG,Nautilus Solar Solutions,41.7386685,-74.5002947,NY,electric
DOCCS Eastern,DOCCS Eastern,41.7389602,-74.3701176,NY,electric
6140 Route 209 - North,"6140 Route 209 - North, LLC",41.7859791,-74.2895099,NY,electric
Off Airport Road - West,"Off Airport Road - West, LLC",41.8116009,-74.2071453,NY,electric
Ulster Landfill Solar Project,Ulster County Government,41.9615096,-73.9816251,NY,electric
Bogart Solar,Generate Capital,42.2086791,-73.991729,NY,electric
Greene County Meter #1,Tesla Inc.,42.2916237,-74.0054264,NY,electric
Costanza Solar,Generate Capital,42.4639651,-74.0777904,NY,electric
Medusa NY 1,"Medusa NY 1, LLC",42.4665848,-74.0988752,NY,electric
RT405 Westerlo Solar 2,"RT405 Westerlo Solar 2, LLC",42.4453554,-74.012085,NY,electric
Westerlo NY 1,"Westerlo NY 1, LLC",42.4411241,-74.0145942,NY,electric
RT32 Westerlo Solar 1,"RT32 Westerlo Solar 1, LLC",42.4482445,-74.0196749,NY,electric
Underhill,Underhill Solar LLC,41.7141979,-73.8865985,NY,electric
Millbrook School,Tesla Inc.,41.8475752,-73.625,NY,electric
Saratoga Solar LLC,Green Street Power Partners,43.0743578,-73.9030277,NY,electric
Diamond Vista Wind,Enel Green Power,38.56666,-97.1869461,KS,electric
Dover Peaking,"American Mun Power-Ohio, Inc",40.5415457,-81.4984609,OH,electric
Orrville Peaking,"American Mun Power-Ohio, Inc",40.8598204,-81.7592021,OH,electric
Beaver Valley Patterson Dam,"Central Rivers Power US, LLC",40.7441171,-80.317843,PA,electric
New Martinsville Hannibal Hydro,New Martinsville Hannibal Hydro,39.6670307,-80.86126,WV,electric
Yough Hydro Power,D/R Hydro Co,39.8017159,-79.3682032,PA,electric
Green Mountain Storage,"Green Mountain Storage, LLC",39.8505722,-79.0801186,PA,electric
Carbon Limestone,EDL Inc,40.9974787,-80.5208105,PA,electric
Mahoning Power Plant,WM Renewable Energy LLC,40.9167779,-80.577625,OH,electric
Mahoning Creek Hydroelectric Project,"Eagle Creek Renewable Energy, LLC",40.9214303,-79.2818921,PA,electric
Shell Chemical Appalachia Power Plant,Shell Chemical Appalachia LLC,40.6680989,-80.3375902,PA,electric
Glades Pike Generation Plant,State Correctnl Inst Laurel Highlands,40.0068457,-79.040962,PA,electric
South Field Energy,"South Field Energy, LLC",40.6358307,-80.6788543,OH,electric
Long Ridge Energy Generation,Long Ridge Energy Generation LLC,39.7025788,-80.8451539,WV,electric
MD - CS - Potomac Edison Co - GA29 TPE,"Forefront Power, LLC",39.5954582,-79.388009,MD,electric
Pittsburgh Airport Gas Plant,IMG Energy Solutions,40.4959588,-80.2330786,PA,electric
DG AMP Solar Brewster,"DG AMP Solar, LLC",40.7020218,-81.5902233,OH,electric
Hill Top Energy Center,"Hill Top Energy Center, LLC",39.8932863,-79.9307165,PA,electric
Hunker Solar River,"Hunker Solar River, LLC",40.2156093,-79.6452168,PA,electric
Greys Point Transition Station,Virginia Electric and Power Company,37.6111593,-76.4353079,VA,electric
Oconee Nuclear Station,Duke Energy,34.7938282,-82.8971307,SC,electric
Ace Solar,"Ace Solar, LLC",34.7224956,-82.5261331,SC,electric
Whitt Solar,"Whitt Solar, LLC",34.7218932,-82.5249903,SC,electric
SunSmart Ames,"Forefront Power, LLC",42.0034456,-93.6175629,IA,electric
East Lancaster Substation,AEP Ohio,39.7081345,-82.576829,OH,electric
White Horse Solar A,White Horse Solar A,34.7868709,-82.3985227,SC,electric
Straban Substation,Met-Ed,39.8230799,-77.1871788,PA,electric
Whorton Substation,Fort Payne Improvement Authority,34.1314742,-85.4973379,AL,electric
East Sylva Retail Substation,Duke Energy,35.3761908,-83.2142951,NC,electric
Saraland Refinery Substation,Vertex Energy,30.7909712,-88.055968,AL,electric
Iron Works Substation,Wolverine Power Supply Cooperative,45.0708479,-84.9037493,MI,electric
Utility Plants Section,Doyon Utilities - Ft. Wainwright,64.8256573,-147.6487613,AK,electric
Delta Power,Golden Valley Elec Assn Inc,64.0277962,-145.7194242,AK,electric
Aurora Energy,Aurora Energy LLC,64.8474624,-147.7340611,AK,electric
Jarvis Street Power Plant,City & Borough of Sitka - (AK),57.0500495,-135.3127013,AK,electric
Annex Creek Power Plant,Alaska Electric Light&Power Co,58.3176678,-134.1010449,AK,electric
Whitman power Plant,Ketchikan Public Utilities,55.328171,-131.5310441,AK,electric
Hiilangaay Hydro,"Haida Energy, Inc.",55.2158712,-132.6015969,AK,electric
Industrial Plant,Alaska Electric Light&Power Co,58.3677753,-134.6080703,AK,electric
Zehnder Power Plant,Golden Valley Elec Assn Inc,64.8540653,-147.7193355,AK,electric
Auke Bay Power Plant,Alaska Electric Light&Power Co,58.3876397,-134.6444719,AK,electric
Lemon Creek Power Plant,Alaska Electric Light&Power Co,58.3536131,-134.4955637,AK,electric
North Pole Power Plant,Golden Valley Elec Assn Inc,64.7345041,-147.3503923,AK,electric
Bernice Lake Power Plant,Homer Electric Assn Inc,60.6935709,-151.387483,AK,electric
Agrium Kenai Nitrogen Operations,Agrium US Inc,60.6751438,-151.3782361,AK,electric
Nikiski Combined Cycle,Homer Electric Assn Inc,60.6762216,-151.3779309,AK,electric
Eielson AFB Central Heat & Power Plant,U S Air Force-Eielson AFB,64.6702605,-147.0750502,AK,electric
Renick Run Pumping Station 03-04,City of Columbus - (OH),39.92953,-83.0117773,OH,electric
Hamilton Hydro,City of Hamilton - (OH),39.410045,-84.5515256,OH,electric
Middletown Coke Power Plant,"SunCoke Energy, Inc.",39.471619,-84.4007572,OH,electric
Greenup Hydro,City of Hamilton - (OH),38.647539,-82.8564297,OH,electric
Racine Power Plant,"Eagle Creek Renewable Energy, LLC",38.9153172,-81.9081865,WV,electric
Belleville Dam Power Plant,"American Mun Power-Ohio, Inc",39.118831,-81.7373028,WV,electric
Haverhill North Cogeneration Facility,"SunCoke Energy, Inc.",38.5962332,-82.8302099,KY,electric
New Baltimore Substation,Pennsylvania Electric Company,39.9831048,-78.8252636,PA,electric
Pleasant Hill Substation,Emerald People's Utility District,43.9685692,-122.9094861,OR,electric
BMW Manufacturing,BMW Manufacturing Co LLC,34.8946238,-82.1784296,SC,electric
Holton Power Plant,City of Holton - (KS),39.4736129,-95.731831,KS,electric
Osage City Power Plant,City of Osage City - (KS),38.6328956,-95.8279212,KS,electric
Wamego Power Plant,City of Wamego - (KS),39.199083,-96.3083813,KS,electric
Falls City Power Plant,City of Falls City - (NE),40.0548179,-95.6086801,NE,electric
Sabetha Power Plant,City of Sabetha - (KS),39.9051449,-95.8029337,KS,electric
Station H Power Plant,City of Independence - (MO),39.1067417,-94.3803612,MO,electric
Station I Power Plant,Independence Power and Light,39.0560036,-94.3932136,MO,electric
Baldwin City Plant No 2,City of Baldwin City- (KS),38.7639988,-95.1917548,KS,electric
Waste Management Rolling Meadows LFGTE,WM Renewable Energy LLC,39.1745883,-95.7310961,KS,electric
Jackson Square Power Plant,City of Independence - (MO),39.0946747,-94.4114888,MO,electric
St Joseph Landfill Generating Station,Evergy,39.6742364,-94.7752306,MO,electric
KCP&L SmartGrid Innovation Park,Evergy,39.0401979,-94.5713159,KS,electric
Osawatomie Power Plant South Sub,City of Osawatomie - (KS),38.4956069,-94.9525756,KS,electric
Osawatomie Power Plant North Sub,City of Osawatomie - (KS),38.5013581,-94.9570347,KS,electric
Thunderbird Generator (Tbird),4 Rivers Electric Cooperative Inc.,38.4686885,-96.2536401,KS,electric
3HG South Transition Station,New York Power Authority,40.8390286,-73.6646351,NY,electric
Willow Street Substation,Scottsboro Electric Power Board,34.6749748,-86.0604143,AL,electric
Berry Road Solar,"RPSC Solar 3, LLC",34.6390339,-82.3287138,SC,electric
Jocassee Tie Substation,Duke Energy,34.9541146,-82.9157861,SC,electric
Walnut Substation,Consumers Energy,43.0253052,-83.6766349,MI,electric
Riverdale Substation,Consumers Energy,43.3779528,-84.8064397,MI,electric
International Paper Texarkana Mill Power Plant,Graphic Packaging International - Texarkana,33.2551804,-94.0699142,TX,electric
International Paper Red River Mill Power Plant,Red River Mill Intl Paper Company,31.9035787,-93.1744466,LA,electric
Kellam Solar,"Kellam Solar, LLC",32.4745761,-95.7150099,TX,electric
NRG Chalk Point CT,NRG Chalk Point CT,38.5505737,-76.6913359,MD,electric
Martinsville LFG Generator,City of Martinsville - (VA),36.7173195,-79.845158,VA,electric
Lotus Solar,Cypress Creek Renewables,36.1388849,-79.5405692,NC,electric
Waste Management Piedmont LFGTE Project,WM Renewable Energy LLC,36.1980198,-80.0418015,NC,electric
Martinsville Power Plant,City of Martinsville - (VA),36.6641542,-79.8837537,VA,electric
Philpott Lake Power Plant,United States Corps of Engineers,36.7810228,-80.0270439,VA,electric
Avalon Hydropower,Avalon Hydropower LLC,36.4237305,-79.952511,NC,electric
Danville Solar Farm,"Thor Solar 1 CEI, LLC",36.5918411,-79.2976159,VA,electric
ESA Boston Solar,Sol Systems,36.4864843,-78.9215152,NC,electric
Ames Hydro,Public Service Co of Colorado,37.864525,-107.8817792,CO,electric
Brooklyn REC Substation,T.I.P Rural Electric Cooperative,41.7469753,-92.3963954,IA,electric
Sock Hill Substation,Duke Energy,34.8517556,-82.0144494,SC,electric
North Fork TX,Broad Reach Power,30.7527311,-97.8786172,TX,electric
Union Renewable Energy Facility,Lockhart Power,34.6157896,-81.8187024,SC,electric
Hot Springs Substation,Mission Valley Power,47.6301979,-114.6251965,MT,electric
Cleona Substation,FirstEnergy,40.3381751,-76.4877652,PA,electric
Tate & Lyle Loudon Cogen,Green Plains Obion LLC,35.7327389,-84.3188574,TN,electric
MTSU Power Co-Gen Plant,Middle Tennessee State University,35.8516353,-86.3651706,TN,electric
Melton Hill Power Plant,Tennessee Valley Authority,35.885266,-84.3003257,TN,electric
Ocoee Dam #1,Tennessee Valley Authority,35.0951131,-84.6480465,TN,electric
Chestnut Ridge Gas Recovery,WM Renewable Energy LLC,36.1205495,-84.038195,TN,electric
McMinnville Power Plant,McMinnville Electric System,35.704897,-85.7439702,TN,electric
Chilhowee Power Plant,Brookfield Smoky Mountain Hydropower LP,35.5453714,-84.0503084,TN,electric
Volkswagen Solar System,SR Enterprise South LLC,35.0965207,-85.1284821,TN,electric
